Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
VG64Y2EZ,journalArticle,2006,"Kaida, H.; Ishibashi, M.; Nakamura, M.; Baba, K.; Tahara, N.; Uozumi, J.; Tomita, N.; Arikawa, S.; Hayabuchi, N.",Early gastric cancer and early colon cancer detected simultaneously by PET cancer screening incidentally,ANNALS OF NUCLEAR MEDICINE,,0914-7187,10.1007/BF02984649,http://gateway.isiknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=AegeanSoftware&SrcApp=NoteExpress&DestLinkType=FullRecord&DestApp=WOS&KeyUT=000238718100008,"We report a case of early gastric cancer and early colon cancer detected by positron emission tomography (PET) cancer screening. A 64-year-old male patient with an unremarkable past history except for hypertension and cerebrovascular disease underwent, F-18-FDG PET for cancer screening. Images revealed increased uptake in the gastric antrum and sigmoid colon. Both areas appeared suspicious for neoplasm on subsequent fluoroscopy and endoscopy, and biopsies were positive for neoplasia at both sites. The gastric lesion was treated by distal gastrectomy and D2 lymphadenectomy and the colon cancer by endoscopic mucosal resection (EMR). Both surgical specimens were positive for cancer.",May-06,2025/4/23 17:57,2025/4/23 20:20,,317-320,,4,20,,Ann. Nucl. Med.,,,,,,,,English,,,,,Clarivate Analytics Web of science,,Num Pages: 4 Place: Tokyo Publisher: Japanese Society Nuclear Medicine Web of Science ID: WOS:000238718100008,,,,COLORECTAL-CANCER; screening; early diagnosis; POSITRON-EMISSION-TOMOGRAPHY; CARCINOMAS; F-18-FDG PET; FDG-PET; F-18 fluorodeoxyglucose; gastrointestinal neoplasms; positron emission tomography; 1222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YTXTWEPG,journalArticle,2018,"Moinova, Helen R.; LaFramboise, Thomas; Lutterbaugh, James D.; Chandar, Apoorva Krishna; Dumot, John; Faulx, Ashley; Brock, Wendy; Cabrera, Omar De la Cruz; Guda, Kishore; Barnholtz-Sloan, Jill S.; Iyer, Prasad G.; Canto, Marcia I.; Wang, Jean S.; Shaheen, Nicholas J.; Thota, Prashanti N.; Willis, Joseph E.; Chak, Amitabh; Markowitz, Sanford D.",Identifying DNA methylation biomarkers for non-endoscopic detection of Barrett's esophagus,SCIENCE TRANSLATIONAL MEDICINE,,"1946-6234, 1946-6242",10.1126/scitranslmed.aao5848,http://gateway.isiknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=AegeanSoftware&SrcApp=NoteExpress&DestLinkType=FullRecord&DestApp=WOS&KeyUT=000423225300005,"We report a biomarker-based non-endoscopic method for detecting Barrett's esophagus (BE) based on detecting methylated DNAs retrieved via a swallowable balloon-based esophageal sampling device. BE is the precursor of, and a major recognized risk factor for, developing esophageal adenocarcinoma. Endoscopy, the current standard for BE detection, is not cost-effective for population screening. We performed genome-wide screening to ascertain regions targeted for recurrent aberrant cytosine methylation in BE, identifying high-frequency methylation within the CCNA1 locus. We tested CCNA1 DNA methylation as a BE biomarker in cytology brushings of the distal esophagus from 173 individuals with or without BE. CCNA1 DNA methylation demonstrated an area under the curve of 0.95 for discriminating BE-related metaplasia and neoplasia cases versus normal individuals, performing identically to methylation of VIM DNA, an established BE biomarker. When combined, the resulting two biomarker panel was 95% sensitive and 91% specific. These results were replicated in an independent validation cohort of 149 individuals who were assayed using the same cutoff values for test positivity established in the training population. To progress toward non-endoscopic esophageal screening, we engineered a well-tolerated, swallowable, encapsulated balloon device able to selectively sample the distal esophagus within 5 min. In balloon samples from 86 individuals, tests of CCNA1 plus VIM DNA methylation detected BE metaplasia with 90.3% sensitivity and 91.7% specificity. Combining the balloon sampling device with molecular assays of CCNA1 plus VIM DNA methylation enables an efficient, well-tolerated, sensitive, and specific method of screening at-risk populations for BE.",2018/1/17,2025/4/23 17:57,2025/4/23 20:08,,eaao5848,,424,10,,Sci. Transl. Med.,,,,,,,,English,,,,,Clarivate Analytics Web of science,,Num Pages: 11 Place: Washington Publisher: Amer Assoc Advancement Science Web of Science ID: WOS:000423225300005,,,,DIAGNOSIS; RISK; ADENOCARCINOMA; GASTRIC-CANCER; MANAGEMENT; LUNG-CANCER; TUMOR-SUPPRESSOR GENE; GASTROESOPHAGEAL-REFLUX; CELL-CARCINOMA; EPIGENETIC INACTIVATION; 786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MQX759S3,journalArticle,2024,"Chu, Ling-Yu; Wu, Fang-Cai; Guo, Hai-Peng; Xie, Jian-Jun; Qu, Qi-Qi; Li, Xin-Hao; Xu, Yi-Wei; Peng, Yu-Hui; Qiu, Bo",Combined detection of serum EFNA1 and MMP13 as diagnostic biomarker for gastric cancer,SCIENTIFIC REPORTS,,2045-2322,10.1038/s41598-024-65839-y,http://gateway.isiknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=AegeanSoftware&SrcApp=NoteExpress&DestLinkType=FullRecord&DestApp=WOS&KeyUT=001270506400045,"We previously identified that serum EFNA1 and MMP13 were potential biomarker for early detection of esophageal squamous cell carcinoma. In this study, our aim is to explore the diagnostic value of serum EFNA1 and MMP13 for gastric cancer. We used enzyme-linked immunosorbent assay (ELISA) to detect the expression levels of serum EFNA1 and MMP13 in 210 GCs and 223 normal controls. The diagnostic value of EFNA1 and MMP13 was evaluated in an independent cohorts of GC patients and normal controls (n = 238 and 195, respectively). Receiver operating characteristics were used to calculate diagnostic accuracy. In training and validation cohorts, serum EFNA1 and MMP13 levels in the GC groups were significantly higher than those in the normal controls (P < 0.001). The area under the curve (AUC) of the combined detection of serum EFNA1 and MMP13 for GC was improved (0.794), compared with single biomarker used. Similar results were observed in the validation cohort. Importantly, the combined measurement of serum EFNA1 and MMP13 to detect early-stage GC also had acceptable diagnostic accuracy in training and validation cohort. Combined detection of serum EFNA1 and MMP13 could help identify early-stage GC, suggesting that it may be a promising tool for the early detection of GC.",2024/7/10,2025/4/23 17:57,2025/4/23 19:51,,15957,,1,14,,Sci Rep,,,,,,,,English,,,,,Clarivate Analytics Web of science,,Num Pages: 10 Place: Berlin Publisher: Nature Portfolio Web of Science ID: WOS:001270506400045,,,,Gastric cancer; PLASMA; EXPRESSION; Serum biomarker; Diagnosis; COLORECTAL-CANCER; Early detection; DNA; EFNA1 and MMP13; 70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8NYYPBS9,journalArticle,2012,"Chung, Su Jin; Park, Min Jung; Kang, Seung Joo; Kang, Hae Yeon; Chung, Goh Eun; Kim, Sang Gyun; Jung, Hyun Chae",Effect of annual endoscopic screening on clinicopathologic characteristics and treatment modality of gastric cancer in a high-incidence region of Korea,INTERNATIONAL JOURNAL OF CANCER,,0020-7136,10.1002/ijc.27501,http://gateway.isiknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=AegeanSoftware&SrcApp=NoteExpress&DestLinkType=FullRecord&DestApp=WOS&KeyUT=000309185300019,"We investigated risk factors for gastric cancer (GC) and effect of annual endoscopic screening on detection and treatment modality of GC. Asymptomatic adults who underwent upper endoscopy during health checkups at Seoul National University Hospital Healthcare System Gangnam Center were enrolled. We compared clinicopathologic characteristics of GC according to screening interval (repeated vs. infrequent, annual vs. biennial). After age- and sex-matching, relative risk was computed by hazard ratio (HR) using Cox proportional regression with multivariate adjustment. Of the 58,849 subjects who received screening endoscopy, 277 (0.47%) were found to have GC. Intestinal type comprised 55.4% (102/184) followed by diffuse type (n = 65, 35.3%). Age =50 years, family history and smoking independently increased the risk of GC for both types, whereas male gender [HR = 4.81, 95% confidence interval (CI): 2.728.03] and intestinal metaplasia (IM) (HR = 10.87, 95% CI: 3.3622.30) were significant predictors for intestinal type only. Proportion of early gastric cancer (EGC) was 98.6% (71/72) in annual screening group and 80.7% (46/57) in biennial screening group (p < 0.01). In the former, tumor size was smaller (1.7 +/- 1.3 vs. 2.3 +/- 1.8 cm; p < 0.01] and proportion of intramucosal cancer was larger (75.0 vs. 56.1%; p = 0.04). Endoscopic resection was performed more frequently in annual screening group (56.9 vs. 33.3%; p = 0.02). IM along with male gender and older age was a strong risk factor for intestinal type GC. Annual screening group improved detection of early-stage and endoscopically treatable GC suggesting that intensive screening and surveillance may be useful for high-risk subpopulations with epidemiologic risk factors or premalignant lesions such as IM.",2012/11/15,2025/4/23 17:57,2025/4/23 20:17,,2376-2384,,10,131,,Int. J. Cancer,,,,,,,,English,,,,,Clarivate Analytics Web of science,,Num Pages: 9 Place: Hoboken Publisher: Wiley-Blackwell Web of Science ID: WOS:000309185300019,,,,DIAGNOSIS; HELICOBACTER-PYLORI INFECTION; gastric cancer; SURVEILLANCE; ADENOCARCINOMA; POPULATION; risk factor; LESIONS; endoscopy; screening; ATROPHIC GASTRITIS; HIGH-RISK; FEATURES; JAPAN; 1118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH6DKZ2U,journalArticle,2022,"Gao, Changlu; Liu, Haibin; Zhao, Yubo; Miao, Xinyu; Zheng, Hongqun",Is there a relationship between neural EGFL like 1 (NELL1) promoter hypermethylation and prognosis of gastric cancer?,MEDICAL HYPOTHESES,,"0306-9877, 1532-2777",10.1016/j.mehy.2021.110723,http://gateway.isiknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=AegeanSoftware&SrcApp=NoteExpress&DestLinkType=FullRecord&DestApp=WOS&KeyUT=000742775800010,"We hypothesized that neural EGFL like 1 (NELL1) promoter hypermethylation might be associated with the prognosis of gastric cancer. Some studies considered NELL1 as a tumor suppressor gene and our research confirmed for the first time the hypermethylation in the promoter region of NELL1 by the application of mass spectrometry. Promoter hypermethylation can cause the silencing of tumor suppressor genes and promote tumor progression. Based on present studies and research results, we proposed that NELL1 promoter hypermethylation might be associated with cancer staging and the survival of gastric cancer patients and had prognostic value. We hoped that NELL1 promoter hypermethylation would be applied not only for early detection but also prognosis prediction of gastric cancer and would become a new prognostic biomarker.",Jan-22,2025/4/23 17:57,2025/4/23 19:56,,110723,,110723,158,,Med. Hypotheses,,,,,,,,English,,,,,Clarivate Analytics Web of science,,Num Pages: 5 Place: Amsterdam Publisher: Elsevier Web of Science ID: WOS:000742775800010,,,,Biomarker; Gastric cancer; EXPRESSION; Prognosis; GENES; Hypermethylation; Promoter; 362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DN8XEZJX,journalArticle,2019,"Verma, Renu; Agarwal, Anil K.; Sakhuja, Puja; Sharma, Prakash Chand",Microsatellite instability in mismatch repair and tumor suppressor genes and their expression profiling provide important targets for the development of biomarkers in gastric cancer,GENE,,"0378-1119, 1879-0038",10.1016/j.gene.2019.05.051,http://gateway.isiknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=AegeanSoftware&SrcApp=NoteExpress&DestLinkType=FullRecord&DestApp=WOS&KeyUT=000483423500007,"We evaluated microsatellite instability (MSI) in selected mismatch repair (MMR) and tumor suppressor (TS) genes with a view to exploring genetic changes associated with the occurrence of gastric cancer (GC). Moreover, expression of MSI positive genes was measured to get insights into molecular events operating in the tumor microenvironment. We anticipated discovering new molecular targets with potential as molecular biomarkers of gastric cancer. Of the 13 genes screened, we observed 15% to 52.5% MSI at eight microsatellite loci located in 3' UTR and coding regions of six genes (TGFBR2, PDCD4, MLH3, DLC1, MSH6, and MSH3). The union probability of different combinations of unstable microsatellite loci unveiled a set of four MSI markers from TGFBR2, PDCD4, MLH3, and MSH3 genes that allows detection of up to 85% incidences of GC. Significant downregulation of MLH3, PDCD4, TGFBR2, and DLC1 genes was observed in tumor tissues. Protein structure analyses of two unexplored targets, MSH3 (TG(4)) and MSH6 (A(7)), with MSI in the coding region, exhibited the loss of essential domains in the encoded aberrant protein hampering its function in the MMR machinery. The molecular markers thus identified could potentially be used as MSI biomarkers for the diagnosis of gastric tumorigenesis after further validation.",2019/8/20,2025/4/23 17:57,2025/4/23 20:05,,48-58,,,710,,Gene,,,,,,,,English,,,,,Clarivate Analytics Web of science,,Num Pages: 11 Place: Amsterdam Publisher: Elsevier Web of Science ID: WOS:000483423500007,,,,Gastric cancer; SYSTEM; Biomarkers; CARCINOMA; PROTEIN; MUTATIONS; ABERRANT METHYLATION; Differential expression; DLC-1; GERMLINE; Mismatch repair genes; MSI; PDCD4; Tumor suppressor genes; 659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D7BGQHR7,journalArticle,2016,"Yang, Lina; Wang, Jingfang; Li, Jianfang; Zhang, Hainan; Guo, Shujuan; Yan, Min; Zhu, Zhenggang; Lan, Bin; Ding, Youcheng; Xu, Ming; Li, Wei; Gu, Xiaonian; Qi, Chong; Zhu, Heng; Shao, Zhifeng; Liu, Bingya; Tao, Sheng-Ce",Identification of Serum Biomarkers for Gastric Cancer Diagnosis Using a Human Proteome Microarray,MOLECULAR & CELLULAR PROTEOMICS,,1535-9484,10.1074/mcp.M115.051250,http://gateway.isiknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=AegeanSoftware&SrcApp=NoteExpress&DestLinkType=FullRecord&DestApp=WOS&KeyUT=000369610600020,"We aimed to globally discover serum biomarkers for diagnosis of gastric cancer (GC). GC serum autoantibodies were discovered and validated using serum samples from independent patient cohorts encompassing 1,401 participants divided into three groups, i. e. healthy, GC patients, and GC-related disease group. To discover biomarkers for GC, the human proteome microarray was first applied to screen specific autoantibodies in a total of 87 serum samples from GC patients and healthy controls. Potential biomarkers were identified via a statistical analysis protocol. Targeted protein microarrays with only the potential biomarkers were constructed and used to validate the candidate biomarkers using 914 samples. To provide further validation, the abundance of autoantibodies specific to the biomarker candidates was analyzed using enzymelinked immunosorbent assays. Receiver operating characteristic curves were generated to evaluate the diagnostic accuracy of the serum biomarkers. Finally, the efficacy of prognosis efficacy of the final four biomarkers was evaluated by analyzing the clinical records. The final panel of biomarkers consisting of COPS2, CTSF, NT5E, and TERF1 provides high diagnostic power, with 95% sensitivity and 92% specificity to differentiate GC patients from healthy individuals. Prognosis analysis showed that the panel could also serve as independent predictors of the overall GC patient survival. The panel of four serum biomarkers (COPS2, CTSF, NT5E, and TERF1) could serve as a noninvasive diagnostic index for GC, and the combination of them could potentially be used as a predictor of the overall GC survival rate.",Feb-16,2025/4/23 17:57,2025/4/23 20:12,,614-623,,2,15,,Mol. Cell. Proteomics,,,,,,,,English,,,,,Clarivate Analytics Web of science,,Num Pages: 10 Place: Amsterdam Publisher: Elsevier Web of Science ID: WOS:000369610600020,,,,EXPRESSION; PROLIFERATION; T-CELLS; TELOMERASE ACTIVITY; ADENOSINE-DEAMINASE; CATHEPSIN-F; CD39; CD73; ECTO-5'-NUCLEOTIDASE EN; HUMAN BREAST-CANCER; 935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAB5FTNQ,journalArticle,2021,"Zhou, Liyun; Jiang, Zhenhua; Gu, Wenhui; Han, Shuangyin",STROBE-clinical characteristics and prognosis factors of gastric cancer in young patients aged ≤30 years,MEDICINE,,"0025-7974, 1536-5964",10.1097/MD.0000000000026336,http://gateway.isiknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=AegeanSoftware&SrcApp=NoteExpress&DestLinkType=FullRecord&DestApp=WOS&KeyUT=000668300100010,"We aimed to determine the clinical characteristics and prognosis factors of young patients with gastric cancer (GC). A total of 101 young patients with GC referred to Zhengzhou University People's Hospital, Henan province, China between January 1st, 2003 and June 1st, 2015 were retrospectively reviewed. The medical records included ages, genders, marital status, family history of tumors, comorbidity, Helicobacter pylori (H.pylori) infection, fibrinogen, prealbumin, alpha-fetoprotein (AFP), carcinoembryonic antigen (CEA), tumor location, tumor size, TNM stage, differentiation of the tumor, WHO type, treatment method and prognostic factors effect were further assessed. The mean age of GC patients in our group was 26.0 years. The incidence was slightly higher in females (female: male = 1.1:1). Some patients had the family history of tumor and H.pylori infection (2.0%, 6.9%). The tumor sizes were mainly under 5 cm (52.4%) and the most locations were in the antrum (43.5%) and body (42.5%). A large number of patients were diagnosed as adenocarcinomas (66.3%) and the main histological of GC was poor differentiated (72.3%). Moreover, a high proportion of patients were diagnosed at the stages III-IV (61.4%), and most patients received surgery combined chemotherapy (63.4%), however, the survival outcome was poor. In univariate Cox analysis, tumor sizes, TNM stage were significantly associated with overall survival (OS) and the multivariate Cox analysis demonstrated that TNM stage was significantly associated with OS. GC in young patients has its unique biological and clinical features. A large majority of young patients were diagnosed at their advanced stages with poor prognostic. TNM stage was an independent prognostic factor for young patients with GC, early GC screening in young people should be actively promoted.",2021/7/2,2025/4/23 17:57,2025/4/23 19:59,,,,26,100,,Medicine (Baltimore),,,,,,,,English,,,,,Clarivate Analytics Web of science,,Num Pages: 8 Place: Philadelphia Publisher: Lippincott Williams & Wilkins Web of Science ID: WOS:000668300100010,,,,RISK; HELICOBACTER-PYLORI INFECTION; gastric cancer; CARCINOMA; DIFFUSE; clinical characteristics; CLINICOPATHOLOGICAL FEATURES; JAPANESE PATIENTS; PLAY; prognosis factors; young patients; 436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TF4FQDV6,journalArticle,2024,"Stefan-van Staden, Raluca-Ioana; Gheorghe, Damaris-Cristina; Ilie-Mihai, Ruxandra-Maria",Molecular Recognition of VSIG1 in Biological Samples for Fast Diagnosis of Gastric Cancer,JOURNAL OF THE ELECTROCHEMICAL SOCIETY,,"0013-4651, 1945-7111",10.1149/1945-7111/ad6508,http://gateway.isiknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=AegeanSoftware&SrcApp=NoteExpress&DestLinkType=FullRecord&DestApp=WOS&KeyUT=001276851400001,"VSIG1 is a new biomarker member of the JAM family relevant in gastric cancer diagnostics. Due to its detection and quantification impact for fast and early diagnosis of gastric cancer, two types of intelligent miniplatforms based on stochastic sensors as detection tools, were designed and validated using real samples. A 3D stochastic microsensor based on Nitrogen and Sulfur dopped graphene paste modified with calix[4]arene-25,26,27,28-tetrol, and a 2D disposable screen-printed stochastic sensor based on thin film gold modified with calix[4]arene-25,26,27,28-tetrol were constructed and inserted as working sensors into the miniplatforms. The proposed intelligent miniplatforms shown sensitivities as high as 1.12 x 1010 s-1g-1ml, limits of determination of 1 x 10-23g ml-1, and working concentration ranges between 1 x 10-23 and 1 x 10-8 g ml-1. Recoveries higher than 99.30% with % RSD values lower than 0.05% were obtained when used for screening test of biological samples, for VSIG1.",2024/7/1,2025/4/23 17:57,2025/4/23 19:51,,77516,,7,171,,J. Electrochem. Soc.,,,,,,,,English,,,,,Clarivate Analytics Web of science,,Num Pages: 7 Place: Pennington Publisher: Electrochemical Soc Inc Web of Science ID: WOS:001276851400001,,,,LUNG; EXPRESSION; 2D/3D stochastic sensor; fast screening test; GLUTAMIC-ACID; miniplatform; V-SET; VSIG1; 76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGR7EH3M,journalArticle,2018,#NAME?,Hemolytic anemia and gastric carcinoid in a russian seafarer: highlighting the role of diagnostic technologies in modern clinical practice,Yale Journal of Biology and Medicine,,0044-0086,,http://gateway.isiknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=AegeanSoftware&SrcApp=NoteExpress&DestLinkType=FullRecord&DestApp=WOS&KeyUT=000445671100006,"Vitamin B-12 deficiency, most commonly due to pernicious anemia, can cause intramedullary hemolysis. The pathogenesis is thought to be due to increased membrane rigidity and reduced red blood cell elasticity, which predisposes the patient to hemolysis and microangiopathic hemolytic anemia. In this article, we discuss a Russian engineer who worked aboard a petroleum tanker that presented from his ship with profound B-12 deficiency, microangiopathic anemia, elevated lactate dehydrogenase levels, low haptoglobin, and reticulocyte count in the setting of normal renal and neurologic function. The patient traveled around the world seven months of the year for work and had occupational exposure to fluorinated hydrocarbons. Extensive diagnostic work-up, including endoscopic biopsy, and a radio-labeled octreotide scan was performed. The patient was found to have autoimmune gastritis and a gastric carcinoid tumor. With assistance from his global health insurance provider and a local hospital near his hometown in Russia, care was coordinated to be transitioned there with a plan for repeat endoscopy and mapping biopsies to determine the extent of his tumor burden. This study adds to the now growing base of literature describing this atypical presentation of pernicious anemia with normal neurologic function and underscores the importance of screening for B-12 deficiency in these patients. It also highlights the increased risk of gastric carcinoids in patients with autoimmune gastritis. With the collaboration of different medical specialists, the full gamut of medical technology was utilized in the care of the patient. This included in vitro diagnostics, advanced endoscopic tools, pathology, and radio-isotope based imaging studies.",2018,2025/4/23 19:24,2025/4/23 20:22,,,,3,91,,Yale J. Biol. Med.,,,,,,,,en,,,,,Clarivate Analytics Web of science,,"Num Pages: 243-246 Place: 333 CEDAR ST, PO BOX 208000, NEW HAVEN, CT 06520-8000 USA Publisher: Yale J Biology Medicine, Inc Web of Science ID: WOS:000445671100006",,,,1377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
